#Digilent WaveForms Spectrum Analyzer
#Device Name: Discovery3
#Serial Number: SN:210415BCB4A5
#Date Time: 2026-05-26 15:41:13.217
#Trace: Trace 1
#Start: 0 Hz
#Stop: 1e+06 Hz
#BINs: 8193
#Rate: 2e+06 Hz
#Samples: 16384
#Channel: C1
#Type: Sample
#Window: Flat Top
#Trace: Trace 2
#Start: 0 Hz
#Stop: 1e+06 Hz
#BINs: 8193
#Rate: 2e+06 Hz
#Samples: 16384
#Channel: C2
#Type: Sample
#Window: Flat Top
#Channel: C1
#Range: 5.08906 V
#Offset: -0.000338471 V
#Attenuation: 1 X
#Channel: C2
#Range: 5.10738 V
#Offset: 0.000309968 V
#Attenuation: 1 X
#Channel: F1
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Channel: F2
#Range: nan V
#Offset: nan V
#Attenuation: 1 X
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: Sine
#Frequency: 55.24 kHz
#Period: 18.10282404 us
#Amplitude: 500 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
2441.40625,-95.67236507797959,-98.52772660045665,-97.67251472105426,-154.0802804059176
2563.4765625,-93.38865489736578,69.79436892327392,-101.0401997198139,3.256328516918539
2685.546875,-96.96759214090137,-127.7699487611132,-97.39808916877153,151.9534097056463
2807.6171875,-98.95543000248666,-15.17488200946879,-95.72123512463911,-52.32108704394658
2929.6875,-95.10545064309446,131.8877499971301,-96.11392778600313,94.79882608395869
3051.7578125,-97.26020060047782,-69.96388430314157,-101.0626781457586,-126.5074470893018
3173.828125,-103.1031511142855,18.31090066467511,-103.4872121679366,-11.64443373061151
3295.8984375,-93.31405424101084,139.4854750783373,-111.4495039481759,-32.91785245209572
3417.96875,-88.69212084362607,-44.90178609246185,-98.48436842714898,132.496037364349
3540.0390625,-87.98545107482674,137.8152760399108,-93.23649642808198,-73.61370400892598
3662.109375,-89.22172968207143,-38.92782383421986,-87.56409042798433,88.57301730731875
3784.1796875,-90.86983559325751,140.8135201649224,-85.75737694749358,-108.5044035892837
3906.25,-93.68247496224726,-49.00661988126809,-86.32595774394829,61.03101514617619
4028.3203125,-94.57446799193583,110.6557113561145,-86.6488169854683,-117.0488794351384
4150.390625,-92.42290871891656,-75.92228712653228,-88.348515494406,59.82597170309218
4272.4609375,-93.41422899449795,115.1460823826352,-92.59402534054385,-119.2602884719011
4394.53125,-97.62898464514869,-23.89001841828189,-93.70001802705818,87.1066881738725
4516.6015625,-95.83607104404376,-138.4066883776053,-92.54489817188039,-80.84155760661615
4638.671875,-91.0177457883037,73.44106857093921,-91.57052802381757,119.6791499104111
4760.7421875,-88.14060470739892,-90.6258552911309,-89.5080105499303,-42.39051112507547
4882.8125,-86.9748980105058,94.78564155390062,-90.79192145550482,139.8871221180607
5004.8828125,-87.72494802427589,-88.17136152651449,-95.17085235382361,-47.04886917310499
5126.953125,-89.55170418201982,86.0473795955551,-100.0793425097141,116.6493614651861
5249.0234375,-91.26331509821168,-103.9664506301709,-96.90673020584029,-118.8237128738466
5371.09375,-92.63724777051738,65.09886584561484,-90.11549046031776,60.09631020436114
5493.1640625,-92.12042788180737,-123.1125365688865,-87.45113314939593,-108.5315703196877
5615.234375,-89.25758727585395,51.87730326635813,-87.16921789850343,77.32594196725715
5737.3046875,-85.80658859858316,-122.5244823721628,-87.90300145747194,-103.5623187464905
5859.375,-83.90083784715944,60.23217806157627,-90.59333403937001,69.13556643708935
5981.4453125,-84.56149730304975,-121.9499556407381,-98.36099935291659,-151.4897872672546
6103.515625,-85.79383060025022,54.25990100501433,-95.92027310873996,-44.41185548560999
6225.5859375,-87.41900057301955,-129.8291354286685,-95.69897235209541,126.8415031276149
6347.65625,-93.24480507214075,51.06241540357151,-100.9384518320438,-95.43326829248089
6469.7265625,-101.9586251217842,-67.39921446069449,-95.79341520030071,22.57038634712339
6591.796875,-92.50531847898118,155.2621015231513,-90.94441603875678,-167.2292231969334
6713.8671875,-87.33331076810275,-19.55350607474767,-87.73826363019671,17.24261741267051
6835.9375,-86.35734008451946,156.6939465731106,-85.56913736067574,-153.7472348458656
6958.0078125,-87.74702101266406,-37.62608720244227,-84.54713395591025,30.66725675274814
7080.078125,-90.33032182002518,117.5294472878391,-85.19959529103575,-144.169757729463
7202.1484375,-93.72524446134184,-103.2458757919979,-87.20193153734149,53.39793536788572
7324.21875,-93.12879806256134,20.01695624773973,-89.23880066401748,-93.35907773148858
7446.2890625,-89.95443894906012,175.9589967756006,-88.51301541394318,123.1486402601414
7568.359375,-89.09380077810678,-16.3690201847269,-86.14438549335787,-40.24502000650219
7690.4296875,-89.22961731348283,154.9049026884755,-85.3297922465204,144.5547594067601
7812.5,-91.48848740172973,-27.58910388515371,-86.67124920696563,-39.37096495153284
7934.5703125,-95.4618416415917,136.3467322840399,-88.26494059365154,128.2124052661496
8056.640625,-95.883686980657,-58.14949940175848,-89.77852144185383,-73.2806463149723
8178.7109375,-95.01332645611667,140.6821886891514,-91.14151178628786,60.04044727914098
8300.78125,-92.33279768455077,-17.33307948917015,-88.73890549235954,-161.0391557525953
8422.8515625,-89.15180825368978,172.622925805138,-86.70588239381473,1.045657429434651
8544.921875,-88.00740726915873,1.471092522852561,-86.1383961522134,167.2779395806083
8666.9921875,-90.3508361517752,-157.8596242268989,-86.2737638198054,-22.34632801786298
8789.0625,-95.71684183012258,64.39820225465222,-87.29950969975052,159.329879949178
8911.1328125,-95.50669194488414,-55.56773893002683,-90.03821453060527,-11.17608436320648
9033.203125,-92.15514930261793,129.7196550533569,-92.34376240832589,173.9637455693006
9155.2734375,-92.77025928953987,-54.60337749468498,-94.04036986469231,6.394934302014206
9277.34375,-98.53283513253329,111.264338227929,-95.76355531509776,-122.4034267594762
9399.4140625,-104.4146818030187,-153.3413737054162,-95.46019437593814,103.221997802552
9521.484375,-99.8482708464413,-79.43113660680254,-98.89905041514739,-55.45567763357455
9643.5546875,-92.47079802022031,75.10957535592227,-104.6005270618429,48.34619444146401
9765.625,-91.91427908691523,-84.06763799030892,-100.5985017797584,166.801231113616
9887.6953125,-91.73465285864094,129.9264007646397,-97.12918254104849,-80.16348786284199
10009.765625,-90.7452550348018,-21.55764333131381,-96.34441868931881,85.59361702544534
10131.8359375,-88.44600470156472,-178.7546468182882,-97.50447342566409,-151.6671977246186
10253.90625,-90.18731884166746,5.783533673713683,-90.76093426384909,-0.04956717688311312
10375.9765625,-98.98410699673322,145.6109322373453,-90.77687542893875,-179.0529580167756
10498.046875,-95.88187922086726,-102.5692251509455,-94.92097572378547,13.40742622531405
10620.1171875,-92.70031312556009,73.40338201699828,-101.2838442264051,-142.4457629411212
10742.1875,-92.81796875832777,-97.9700745650109,-99.78066730686575,90.96234320857174
10864.2578125,-97.12729801319765,126.2406212455097,-95.18353350617994,-98.94842710734717
10986.328125,-93.34455494133691,-9.38604555255804,-94.50048565529167,67.38580404806953
11108.3984375,-92.66697992948365,172.6707969288315,-92.22102962317719,-115.8149385065663
11230.46875,-98.60215306766476,2.84308325946515,-88.53163718546807,64.41643513089352
11352.5390625,-106.2976248455423,20.21030301747587,-87.49050372343888,-105.4553929857214
11474.609375,-92.26427483537692,-161.0987597100927,-87.12818981177273,91.11140281959445
11596.6796875,-88.29804214120625,5.470211958672439,-87.74472188665483,-77.77724744430098
11718.75,-87.45413815284117,173.1719854449289,-90.29482711505293,118.9379239033909
11840.8203125,-87.69947346822576,-17.89988899292825,-95.54333863637689,-36.03252554699476
11962.890625,-87.75228437557396,151.42788795943,-99.28828922185149,-126.9126226870045
12084.9609375,-88.37204679622678,-27.46640174555318,-94.5184547178271,78.10079554334074
12207.03125,-89.39420452558619,160.9002553414542,-94.11038267793333,-84.03843595607387
12329.1015625,-91.02628812947601,-9.914819003389598,-93.47513374276234,107.6515195800355
12451.171875,-93.9724270987289,-175.7975790973697,-96.48131726601058,-87.04411503629066
12573.2421875,-99.0330937699328,-23.73373793478754,-98.63676945501422,84.2918987561545
12695.3125,-93.31201047864678,115.3639201856671,-95.91249245630669,-83.29324689555148
12817.3828125,-88.67689058215521,-52.10126083070518,-97.46779539714385,81.15440528096575
12939.453125,-85.9661636145283,139.4479627640957,-99.34799826227118,-129.2909059690141
13061.5234375,-84.11318547422994,-30.78232178604629,-98.87881328005518,86.33545500600736
13183.59375,-83.01671315193229,155.2735257679295,-96.13597602126856,-54.29418201571492
13305.6640625,-83.53187606154174,-29.04533157887051,-95.063335419772,134.6548762379117
13427.734375,-84.65958962517399,139.9863065251169,-95.16322112858683,-55.83846970413455
13549.8046875,-85.75945609933027,-49.34034370211863,-97.8303754327535,94.30476903464493
13671.875,-87.92393087372191,117.4770138479515,-95.00533905454577,-135.2408370464152
13793.9453125,-92.42723512062207,-81.5232466250803,-90.2219281579862,38.98825515743435
13916.015625,-103.7175144162067,53.66937892413016,-87.71322164581868,-135.3822808421181
14038.0859375,-99.14811811709468,162.7811308523117,-88.05966433861747,56.46995857073149
14160.15625,-97.11130815367488,-12.16061066851786,-91.39116016039885,-93.03139249156708
14282.2265625,-99.10426988354854,147.7095340793649,-94.80225387373947,138.8145588855146
14404.296875,-103.7903540478323,-20.55708271071841,-91.95321652187059,16.487588484679
14526.3671875,-107.0801625735815,-138.245979775074,-87.26396071558212,-151.1244672132303
14648.4375,-114.5458728776901,88.97754648535404,-87.57350349384052,30.62612673362842
14770.5078125,-101.2983205737414,-51.57597564888962,-92.99399350628553,-147.0694921846572
14892.578125,-96.58022594425401,142.5042115827221,-100.7472180774961,44.95295102673534
15014.6484375,-100.5143827730296,-22.23101962884624,-104.0195575679302,-50.97881055825275
15136.71875,-119.163309111781,136.1636357699415,-96.71806014944458,-167.2724123032413
15258.7890625,-107.1953626148947,170.4314119006677,-97.58074650073789,27.60406007718669
15380.859375,-101.9141670047151,-39.77669900710519,-116.4943344367764,127.2471950864309
15502.9296875,-102.4512300875635,85.55693680834059,-102.512637159186,-130.8258231927464
15625,-97.64849790816982,-145.2013948651632,-96.40173094655131,66.47564420675337
15747.0703125,-93.68947526037624,32.91458903734396,-91.7705430606517,-103.4366390071706
15869.140625,-91.18582448694774,-159.5468033884758,-90.12974009343165,83.30514444424504
15991.2109375,-89.81448896638852,-0.2323918273125972,-88.05511882079436,-84.66024754396398
16113.28125,-90.21168841666572,172.0162677036328,-86.58385674375545,107.1961727216826
16235.3515625,-91.36692433630138,-9.398635634522829,-86.44215260990504,-63.26696358090103
16357.421875,-96.59697824671439,165.5131598095893,-85.74566753811519,120.096297331046
16479.4921875,-101.0352715694982,177.4511746454911,-86.83996074723811,-55.92509495899452
16601.5625,-90.02286492149014,5.674540243768209,-91.26697364233985,134.0043777275673
16723.6328125,-86.7252862319787,-159.1012310637198,-96.55345332319291,-50.54241730091525
16845.703125,-86.76791273860229,38.56170430512512,-103.9240141701937,124.9387137467665
16967.7734375,-88.22722836730986,-123.6510198374649,-105.0458664904216,92.76468939933336
17089.84375,-90.65882340306736,65.0347471534111,-95.59790154687185,-40.61864219239025
17211.9140625,-95.1272519373493,-115.1295981649273,-90.80318295714015,155.5418224722034
17333.984375,-97.35517389537176,7.985834451610544,-88.61392443451562,-24.77744620073688
17456.0546875,-91.36322127234637,148.5928706595956,-88.01255367247796,150.5035813360863
17578.125,-88.7692670358223,-48.52366293128382,-90.08661002497504,-46.37942141298392
17700.1953125,-88.55616934809464,122.1608408323167,-91.98283638605402,80.42001286094087
17822.265625,-90.04650689703411,-78.4430526160191,-88.85682649737066,-137.6999979604309
17944.3359375,-90.64657938856514,71.92667577422084,-87.80150967514486,33.51758642545197
18066.40625,-92.82922224479306,-130.9953274927762,-88.91751535340103,-156.0405463226204
18188.4765625,-95.13486326587076,20.84188313352163,-91.57246331173384,-2.560248539246433
18310.546875,-96.48013160593831,163.1469498053617,-93.34532582905679,141.6599568462593
18432.6171875,-95.05648044364391,-66.25816159983071,-93.6270648482237,-52.69989551873956
18554.6875,-96.42562116509028,86.15621968057756,-92.7885734373294,132.2000273990452
18676.7578125,-96.28489742519443,-118.720654796811,-89.94140377097401,-32.00559939349044
18798.828125,-92.10400502261948,56.37548586886447,-88.09584315361717,164.6712983763967
18920.8984375,-91.77929730950763,-136.9621698464424,-88.25280038239478,-6.004635285785643
19042.96875,-91.56875947029741,26.09703195731599,-88.39819120971373,167.0554867249996
19165.0390625,-89.7095861998266,-154.8709140015837,-89.33523977435925,-15.60641386989736
19287.109375,-90.04336559856353,20.77952795411636,-91.8658100030554,-179.5705496693164
19409.1796875,-93.4554150551741,-170.1588634633109,-90.08523552454747,-0.4541375376238426
19531.25,-96.36068639500728,3.538891145491937,-87.1810355516316,174.4218036466482
19653.3203125,-98.22237190572061,-169.8005399426947,-86.62677948674586,-1.141455726182655
19775.390625,-101.4355634847992,29.17215013571157,-87.22870053151823,177.8634479703161
19897.4609375,-101.7906216945058,-156.3890936218348,-89.79247421824608,-9.059803506138493
20019.53125,-101.7422778948245,24.47777587876445,-94.69041687619469,160.1003071295573
20141.6015625,-101.7935052424326,-102.8620570889208,-97.12432366571007,-31.47210753500411
20263.671875,-96.08879609728422,118.7096408474754,-94.07173687704952,141.6445225742702
20385.7421875,-92.26130072645256,-56.82076609699907,-90.30577079485087,-40.05751722226706
20507.8125,-91.13098557266524,116.0698307444758,-89.39478973075423,150.7136810125106
20629.8828125,-90.59567134481364,-71.29745715817397,-89.80618056118786,-7.378159909082692
20751.953125,-92.05114032734565,94.19280931597413,-90.64377131007677,-176.1577846676384
20874.0234375,-96.99976289589466,-123.8617817077012,-92.25005250988831,11.16023612498302
20996.09375,-95.51383019081965,-1.948518459918487,-94.07640510887354,-143.6784084196153
21118.1640625,-90.01279745047542,152.9610951246744,-101.1816035474625,60.38065360128711
21240.234375,-86.5632492705999,-44.66662565481936,-107.484416653345,74.42078946894776
21362.3046875,-85.39751042335777,127.0284866771918,-105.8114146608787,-126.2315116126177
21484.375,-86.6444175151928,-57.28618044760071,-110.4388105145711,66.00162781173529
21606.4453125,-89.98216825134625,106.8230358676725,-99.98609363435897,-35.95366044430432
21728.515625,-91.19340367802828,-110.7452964302053,-95.88676385208025,158.270556422812
21850.5859375,-89.18260773991275,36.28097022842152,-92.02328590935346,-20.11162980224965
21972.65625,-88.76149077341914,-161.3003021479712,-88.4160254868217,155.9473778435268
22094.7265625,-89.49897750112373,14.2542910997992,-87.11994642014409,-26.80893482750304
22216.796875,-90.45367728182103,-170.9422650016051,-86.22991806149227,151.6324926446892
22338.8671875,-93.06870041286476,-3.899137022748779,-86.14338324719353,-28.65857540340716
22460.9375,-96.73212174987552,176.8738260799957,-86.99582085479229,157.2088267193881
22583.0078125,-100.5059153865697,47.26434154912921,-88.29039482659439,-17.75327248716872
22705.078125,-96.08558687983194,-70.73515338407138,-93.00490613684542,155.6705772221933
22827.1484375,-91.77490175846565,132.9002436380915,-101.5747807941619,-10.97139372757381
22949.21875,-90.38369418532446,-37.76399674239946,-101.8282317753713,-115.6720658894753
23071.2890625,-92.53276464618155,144.3963352467929,-98.28385784699094,117.8647885077488
23193.359375,-99.57117881092319,-46.82226851103101,-95.99198942772071,-59.69736594946941
23315.4296875,-101.5279185095297,16.83159956993682,-95.93801480162594,94.39371960872579
23437.5,-96.24873313967073,164.8266720628037,-95.50952855478,-95.47913542595568
23559.5703125,-97.8501213327054,-46.92245579649013,-94.07866237078524,106.6352612609936
23681.640625,-99.23464629276218,85.48738331955727,-91.81974639227624,-49.2379379355959
23803.7109375,-96.28054947041144,-134.6644006294912,-90.42987124801671,143.0507987353698
23925.78125,-94.04794219198851,38.31693021844401,-90.41793807287175,-35.11371717475134
24047.8515625,-92.69851603479141,-135.4446597521131,-93.27938338227143,142.6044040493042
24169.921875,-90.68414955076864,44.70147905325233,-100.6541060680131,-64.45832123950471
24291.9921875,-89.72342401937219,-131.7069731104404,-95.58165942876757,15.75513302543936
24414.0625,-91.37117232535701,57.74621857937541,-89.93386651274081,178.0568363187664
24536.1328125,-98.02453761655144,-127.1874106203066,-90.2464124698004,2.192167544498906
24658.203125,-106.4392442634298,-66.57174732655827,-93.21938390036087,-152.7160269912363
24780.2734375,-98.40821027370654,58.2750133983633,-95.19077941166343,61.70435586147956
24902.34375,-99.3392101729271,-125.453673778773,-96.39674001854479,-85.91227336452955
25024.4140625,-105.2965335465381,-117.6956985787238,-98.32508139117903,149.8735078805192
25146.484375,-91.83336843844972,84.71787058916881,-92.98455081213544,37.89394027729148
25268.5546875,-89.16184224563989,-77.16550125483921,-88.59766535250962,-129.8375548501522
25390.625,-89.01459278642767,111.218261336385,-88.5792184879773,44.12162547987081
25512.6953125,-89.37995328709337,-68.89702346203936,-92.37710035876917,-128.0019317639454
25634.765625,-91.74670329847432,116.1962088424729,-97.07649565641175,127.8216899523434
25756.8359375,-95.48610972606758,-55.02343683386862,-91.81723940395791,-12.31943630562886
25878.90625,-95.31902992686719,117.8999571736381,-89.44037080644316,157.1472660000944
26000.9765625,-93.41708663586206,-62.12593418499429,-89.12583781812572,-45.05364101998547
26123.046875,-92.70947409942031,119.3438972212911,-91.67452364370077,94.44990445017714
26245.1171875,-93.47098847566592,-82.29844035614944,-92.38899557561096,-140.8710162017859
26367.1875,-93.13334892795092,48.56466321296007,-93.93846967082652,-1.000824017149982
26489.2578125,-91.04460371249633,-161.5924161009502,-96.87130460129417,120.7480758976218
26611.328125,-90.02160052300096,-0.5565150836371378,-94.09356439608834,-112.6472049039586
26733.3984375,-88.39706696187724,164.4185366846171,-92.0733111570012,32.27207204319118
26855.46875,-89.89989455314424,-24.77997927099605,-90.1129373813945,177.4019257026742
26977.5390625,-94.36195891900738,131.2069029568926,-88.59568357568484,-22.92409772259518
27099.609375,-95.15718929109049,-85.59903877535319,-88.64990341175242,146.1307513245724
27221.6796875,-94.52332404628589,51.88801211839086,-89.73552041438639,-37.91628292668881
27343.75,-92.28935139907962,-165.6655887946193,-90.82068077122882,141.5183525150981
27465.8203125,-91.15388085047697,-2.770428837985296,-91.8786214361221,-36.63248278942369
27587.890625,-92.13443910752959,168.7936405962813,-94.19783056356368,159.7813821679127
27709.9609375,-95.39065147638148,-16.60994993706084,-96.51639232785713,19.78831564877448
27832.03125,-100.2095791238064,-165.7454637210594,-93.03474062495972,-132.8011655874751
27954.1015625,-96.65288848900875,62.19781449665592,-90.87601421580716,49.09249638558785
28076.171875,-93.96167476109675,-106.831566637912,-93.74726158237955,-124.0600321772112
28198.2421875,-92.08445317376318,82.65897281156478,-99.12249453544959,109.8718337756367
28320.3125,-90.70008632150639,-92.45175404924692,-94.02556218242694,-16.33636862009561
28442.3828125,-91.20850399756698,99.87631187444734,-90.97011729939823,174.3940683989291
28564.453125,-92.5526859070356,-59.82520234988308,-92.39796525670758,-14.26691041237524
28686.5234375,-95.27825518904449,123.7984268394365,-100.0548948271762,108.2087167770077
28808.59375,-99.20277668662457,-92.56852784147198,-94.51360520882972,-167.6411143007235
28930.6640625,-93.54687983158513,29.83813888194229,-92.39419659324616,-6.33893556575867
29052.734375,-88.90531184147086,-155.2167831767495,-98.0758267244899,162.4528373994067
29174.8046875,-88.65438027432816,27.93265249941366,-102.287178097591,-144.8794925359439
29296.875,-90.41205255352421,-157.358193521867,-92.54274967541973,12.2252730709732
29418.9453125,-93.08256786330325,-2.678898392496788,-88.8129659256654,-168.7665405331938
29541.015625,-93.24570235038507,125.5235954768795,-88.27191230141473,20.12510503914475
29663.0859375,-91.97740065768843,-77.58570249998401,-89.13827361883577,-144.9424896414291
29785.15625,-94.18330045749443,117.2987183944996,-88.62193816459829,41.29232851149843
29907.2265625,-97.21297433353092,-27.14316891815081,-88.14833317072656,-138.2856544733519
30029.296875,-101.6370356110322,-116.6318617529019,-88.97366300606775,46.73109111420767
30151.3671875,-93.51153110528725,95.27528839852573,-89.5642860193835,-132.1253838379292
30273.4375,-92.91852434839831,-78.48113062395926,-89.92990222303587,43.46221797028085
30395.5078125,-92.18822899722667,143.6016649449766,-89.68490737932761,-134.2496252171078
30517.578125,-88.73481689779416,-17.53141146529521,-89.25627667019756,51.34268962106292
30639.6484375,-89.20917697804653,164.2673759654566,-89.43749116711415,-126.9999222015844
30761.71875,-92.46688373220748,-18.47941204208207,-90.34470448814992,45.81989041114779
30883.7890625,-95.65950245749858,137.1098321471069,-95.78884879268819,-164.8139678973848
31005.859375,-94.32081594897795,-98.09133188995564,-93.80924111653175,-82.41431455539066
31127.9296875,-90.72052117326855,44.05819583910512,-87.13153793185489,74.03182854431671
31250,-90.25561514542392,-159.7992398220857,-84.46169540737763,-112.3966829497261
31372.0703125,-90.65415540580615,1.481353776195384,-84.7319640260643,62.26208082513948
31494.140625,-89.36792046906089,167.8772701052755,-86.45676944893933,-126.7665581733713
31616.2109375,-87.9237362723015,-26.61972028476537,-88.60618932295465,48.51254880651121
31738.28125,-88.46158478424152,147.9113657390054,-90.01184329931748,-124.9845026957927
31860.3515625,-92.77288158328554,-23.85823382027607,-89.44410437997412,71.22077332861103
31982.421875,-99.18493579590917,170.7290078509243,-87.83849711550127,-85.56470094293711
32104.4921875,-99.50754831951463,10.42077243040154,-86.07636263748626,113.0211441656218
32226.5625,-94.93318754446882,-141.9207017222273,-86.64668901235157,-52.40085927582606
32348.6328125,-92.45378392119376,40.85250468201971,-88.78684496748471,143.1898343608152
32470.703125,-91.56929234388787,-149.4793221900104,-91.86783436265962,-41.00938931230992
32592.7734375,-92.09617568969915,35.31513326028143,-94.26631238798761,106.2446504070778
32714.84375,-94.95774914433808,-116.0600465698558,-91.30957074164392,-93.0834832722406
32836.9140625,-95.78098364391424,108.6881952040105,-88.9812918482227,79.40726922114463
32958.984375,-94.55503966101283,-47.75297948054646,-91.29776391763764,-104.1492615453384
33081.0546875,-97.02578797235205,143.2911176574172,-112.1979182843322,130.783809251044
33203.125,-98.93674053687933,17.65205984823613,-90.89589787479655,75.59973959126181
33325.1953125,-93.20137074174599,-144.599185024138,-86.24457324656279,-102.5806372722333
33447.265625,-91.19403206750108,30.12539431834128,-85.08943890138983,71.41070737550085
33569.3359375,-88.86037231593846,-161.8724044870699,-85.4008102509174,-115.2001289104112
33691.40625,-87.01032452764903,5.484058668205932,-87.68783393601127,64.40121290826384
33813.4765625,-88.32958274647231,166.8708953595956,-93.31089317133365,-105.1112513889125
33935.546875,-90.31087020299232,-50.47950195395092,-102.3210838041703,116.3007082214131
34057.6171875,-88.97497194883604,95.15192125934485,-101.5587158735011,29.67797121570153
34179.6875,-86.78170591053963,-106.0189525163108,-93.40486158957177,-109.1175479890995
34301.7578125,-85.12737252021184,57.01671059754448,-89.98705681173749,84.74206516215307
34423.828125,-85.33191008965429,-134.7007955679908,-91.02660846106701,-79.2683245465013
34545.8984375,-87.33829721032947,39.77362258164896,-92.44941039576831,121.1197404609217
34667.96875,-90.21714756262234,-145.7196304327249,-96.74130980241223,-39.41858935334498
34790.0390625,-94.90411878960471,32.5412176366777,-103.3926458173149,-144.5284990618079
34912.109375,-102.9550642664706,-79.34481538179524,-113.256263210385,48.13565305702309
35034.1796875,-97.00050416710954,175.1264434080183,-98.46790453485781,79.76208507576246
35156.25,-97.6760903073357,21.11347100162985,-90.51087239278408,-91.06181163255712
35278.3203125,-103.928401616947,-128.606207155498,-86.22371010633833,106.4238628070401
35400.390625,-110.2519208773428,-19.44686093679782,-86.42653921412006,-61.4115034162995
35522.4609375,-99.32099288911235,110.8969254740556,-92.09615962879988,142.8853322793647
35644.53125,-96.04228957492181,-72.37337025242741,-95.79192089391461,44.59564861573483
35766.6015625,-93.8594321395357,121.8267101320116,-90.78835948524444,-71.99513778922618
35888.671875,-93.32983039957927,-49.86922813933,-88.22352225082291,136.6408681833565
36010.7421875,-97.33812377002666,125.6289329353979,-89.7104280747804,-9.901827321864236
36132.8125,-109.4221165621285,-142.9201564681989,-92.49407140184637,-141.8004352056887
36254.8828125,-94.40815283659771,-15.75605726747396,-94.44447052875672,116.955921375938
36376.953125,-88.54234494606132,163.478630258117,-88.80489445429534,-11.62496585666562
36499.0234375,-88.01842758668478,-21.58173739297253,-84.69817450415205,-175.2389651320705
36621.09375,-91.6607578584233,160.8388497486428,-82.37258128233834,10.9197737134599
36743.1640625,-99.76416165288752,16.42074062969754,-81.59933955823803,-167.400499246928
36865.234375,-97.72859411291201,-58.80597356527011,-82.74608594739612,14.08217415749083
36987.3046875,-93.5805836725107,130.1348213195275,-86.17359010859887,-158.9233065961791
37109.375,-95.02248974950255,-42.69994686663465,-91.13304145896782,43.41930306653327
37231.4453125,-102.4891906262556,-156.1417388418377,-95.56454336124415,-81.45325825814875
37353.515625,-95.66777504513489,91.26369677781123,-92.71280980504484,154.5626204748809
37475.5859375,-92.9622137123441,-112.2213012591306,-91.48607615180099,-9.642287726369815
37597.65625,-91.38040647578356,36.96669140725195,-93.53815467687349,-176.300669136442
37719.7265625,-90.2151415436026,-167.0497928218193,-94.64186025936618,5.029862156748469
37841.796875,-87.86292427613162,-2.805010206958454,-94.7443881198615,158.9478791573299
